strategy,member_count,macro_ap,micro_ap,members,anchor_weight
pair_weighted,2,0.5993694067001343,0.6939282782723875,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",0.5
pair_weighted,2,0.5993694067001343,0.6939282740566347,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",0.9
pair_weighted,2,0.5993694067001343,0.6939282782723875,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",0.5
pair_weighted,2,0.5993694067001343,0.6939282733913991,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",0.7000000000000001
pair_weighted,2,0.5993694067001343,0.6939282733913991,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",0.30000000000000004
pair_weighted,2,0.5993694067001343,0.6939282740566347,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",0.9
pair_weighted,2,0.5993694067001343,0.6939282740566347,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",0.1
pair_weighted,2,0.5993693470954895,0.6939282749187936,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",0.4
pair_weighted,2,0.5993693470954895,0.6939282749187936,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",0.4
pair_weighted,2,0.5993693470954895,0.6939282717825674,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",0.2
pair_weighted,2,0.5993693470954895,0.6939282749187936,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",0.6
pair_weighted,2,0.5993693470954895,0.6939282717825674,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_08_512-256_d0.45_lr0.001_s42.pt""]",0.8
pair_weighted,2,0.5993693470954895,0.6939282717825674,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",0.8
pair_weighted,2,0.5993693470954895,0.6939282717825674,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",0.2
pair_weighted,2,0.5993693470954895,0.6939282749187936,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_best_torch_cuda.pt""]",0.6
pair_weighted,2,0.5988961458206177,0.6964024306798797,"[""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_01_512-256_d0.45_lr0.001_s42.pt"", ""C:\\Development\\Private\\mlpc_task_4\\results\\mlp_refine_candidates\\mlp_03_512-256_d0.47_lr0.001_s42.pt""]",0.1
